IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,MMRAcquisitionAuctionAveragePrice,VehBCost,WarrantyCost
0,5/6/2009,MANHEIM,2003,6.0,FORD,F150 PICKUP 4WD V8 5,XL,EXT CAB 5.4L HERITAGE,BLUE,AUTO,1.0,Alloy,71303.0,AMERICAN,LARGE TRUCK,7559.0,9105.0,1806
1,4/19/2010,MANHEIM,2001,9.0,CHEVROLET,MONTE CARLO,SS,2D COUPE SS,BLUE,AUTO,1.0,Alloy,62921.0,AMERICAN,LARGE,4192.0,5900.0,2003
0,6/17/2009,MANHEIM,2008,1.0,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,RED,AUTO,2.0,Covers,51891.0,AMERICAN,MEDIUM,8196.0,8240.0,920
0,9/29/2010,MANHEIM,2004,6.0,FORD,TAURUS,SES,4D SEDAN SES,MAROON,AUTO,1.0,Alloy,89871.0,AMERICAN,MEDIUM,3087.0,5210.0,983
1,7/29/2009,ADESA,2004,5.0,NISSAN,XTERRA 2WD V6 3.3L V,SE,4D SPORT UTILITY,BROWN,AUTO,,,70488.0,TOP LINE ASIAN,MEDIUM SUV,7161.0,7650.0,569
1,4/30/2010,OTHER,2005,5.0,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,BEIGE,AUTO,,,76996.0,AMERICAN,MEDIUM SUV,6893.0,8300.0,1389
0,5/5/2010,MANHEIM,2008,2.0,PONTIAC,G6 V6,Bas,4D SEDAN SE1,WHITE,AUTO,1.0,Alloy,54725.0,AMERICAN,MEDIUM,9598.0,8935.0,1003
0,8/3/2010,MANHEIM,2007,3.0,CHEVROLET,HHR,LS,4D SUV 2.2L LS,BLUE,MANUAL,2.0,Covers,,AMERICAN,MEDIUM,5978.0,6785.0,623
0,9/28/2010,OTHER,2006,4.0,TOYOTA,CAMRY 4C,Bas,4D SEDAN LE,GREY,AUTO,,,79814.0,TOP LINE ASIAN,MEDIUM,7900.0,8000.0,569
0,12/9/2010,ADESA,2006,4.0,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,RED,AUTO,,,93422.0,AMERICAN,MEDIUM,6069.0,5965.0,1197
1,12/30/2009,MANHEIM,2003,6.0,FORD,FOCUS,SE,4D SEDAN SE,SILVER,AUTO,1.0,Alloy,,AMERICAN,COMPACT,2283.0,3900.0,1320
1,11/19/2010,ADESA,2002,8.0,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,WHITE,AUTO,,,79430.0,AMERICAN,SMALL SUV,4648.0,6720.0,1689
0,1/21/2010,MANHEIM,2008,2.0,FORD,FUSION V6,SEL,4D SEDAN SEL,SILVER,AUTO,,,72341.0,AMERICAN,MEDIUM,10558.0,8080.0,1272
0,6/16/2009,ADESA,2004,5.0,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,GREY,AUTO,1.0,Alloy,79768.0,AMERICAN,MEDIUM,4605.0,5520.0,1272
0,11/19/2009,MANHEIM,2007,2.0,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,60787.0,AMERICAN,MEDIUM,6321.0,6895.0,923
0,8/10/2010,OTHER,2005,5.0,PONTIAC,G6 V6,Bas,4D SEDAN,GOLD,AUTO,,,59390.0,AMERICAN,MEDIUM,5258.0,6934.5,1003
0,3/16/2010,MANHEIM,2007,3.0,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,PURPLE,AUTO,1.0,Alloy,94857.0,AMERICAN,MEDIUM SUV,10760.0,7605.0,1630
0,1/21/2010,ADESA,2003,7.0,CHEVROLET,TAHOE 2WD,LS,4D SUV 4.8L,BROWN,AUTO,,,,AMERICAN,LARGE SUV,6432.0,9600.0,1923
0,5/22/2009,MANHEIM,2001,8.0,CHEVROLET,S10 PICKUP 2WD 4C 2.,Bas,REG CAB 2.2L FFV,SILVER,AUTO,2.0,Covers,31457.0,AMERICAN,SMALL TRUCK,3060.0,4100.0,1421
0,10/14/2010,MANHEIM,2005,,TOYOTA,CAMRY 4C,Bas,4D SEDAN,BEIGE,AUTO,2.0,Covers,73089.0,TOP LINE ASIAN,MEDIUM,7434.0,8265.0,569
0,6/1/2010,MANHEIM,2005,5.0,TOYOTA,CAMRY 4C,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,97068.0,TOP LINE ASIAN,MEDIUM,7012.0,8500.0,620
0,9/30/2010,OTHER,2005,5.0,CHRYSLER,SEBRING V6,Tou,4D SEDAN LXI,SILVER,AUTO,1.0,Alloy,76859.0,AMERICAN,MEDIUM,3308.0,5500.0,1272
0,3/11/2009,MANHEIM,2007,2.0,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.9L LS,GREY,AUTO,2.0,Covers,78524.0,AMERICAN,VAN,7300.0,5455.0,2091
0,6/1/2010,OTHER,2006,4.0,CHEVROLET,MALIBU V6,LTZ,4D SEDAN LTZ,GOLD,AUTO,1.0,Alloy,76693.0,AMERICAN,MEDIUM,9125.0,7565.0,1272
1,10/14/2010,MANHEIM,2006,4.0,JEEP,COMMANDER 2WD V6,Bas,4D WAGON,SILVER,AUTO,1.0,Alloy,64385.0,AMERICAN,LARGE SUV,10512.0,11445.0,1508
0,8/9/2010,OTHER,2007,3.0,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,82977.0,AMERICAN,LARGE,8090.0,8200.0,2152
0,11/22/2010,ADESA,2006,4.0,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,SILVER,AUTO,2.0,Covers,56039.0,AMERICAN,VAN,5335.0,6900.0,1251
0,9/16/2009,MANHEIM,2005,4.0,MITSUBISHI,GALANT 4C 2.4L I4 EF,ES,4D SEDAN ES,GOLD,AUTO,2.0,Covers,68368.0,OTHER ASIAN,MEDIUM,6083.0,7070.0,533
0,1/13/2010,MANHEIM,2005,5.0,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING,SILVER,AUTO,2.0,Covers,69624.0,AMERICAN,MEDIUM,3736.0,5100.0,1215
0,11/24/2010,MANHEIM,2004,6.0,MERCURY,MOUNTAINEER AWD V8,,4D SUV 4.6L,WHITE,AUTO,1.0,Alloy,87533.0,AMERICAN,MEDIUM SUV,6382.0,8330.0,2282
0,6/3/2010,ADESA,2006,4.0,KIA,SPECTRA,EX,4D SEDAN EX,WHITE,AUTO,,,76345.0,OTHER ASIAN,MEDIUM,5044.0,5315.0,569
0,10/21/2009,OTHER,2003,6.0,CHRYSLER,PT CRUISER 2.4L I4 M,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,62889.0,AMERICAN,MEDIUM,3252.0,4300.0,1515
0,6/24/2009,OTHER,2006,3.0,HYUNDAI,SONATA 4C 2.4L I-4 M,GLS,4D SEDAN GLS,BLUE,AUTO,1.0,Alloy,61044.0,OTHER ASIAN,MEDIUM,7475.0,7200.0,728
0,11/16/2010,MANHEIM,2006,4.0,JEEP,COMMANDER 4WD V6,Bas,4D WAGON,WHITE,AUTO,1.0,Alloy,95097.0,AMERICAN,LARGE SUV,11252.0,10680.0,2206
0,12/8/2009,MANHEIM,2007,2.0,CHRYSLER,300,Lim,4D SEDAN,GREY,AUTO,1.0,Alloy,83119.0,AMERICAN,SPECIALTY,10010.0,9740.0,1503
1,1/20/2010,MANHEIM,2006,4.0,DODGE,1500 RAM PICKUP 2WD,Lar,QUAD CAB 4.7L,SILVER,AUTO,1.0,Alloy,87185.0,AMERICAN,LARGE TRUCK,9595.0,9195.0,983
0,5/8/2009,MANHEIM,2005,4.0,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2.0,Covers,50774.0,AMERICAN,MEDIUM,5569.0,5600.0,1086
0,2/26/2009,MANHEIM,2004,5.0,FORD,EXPLORER 2WD V8,Lim,4D SUV 4.6L LIMITED,WHITE,AUTO,1.0,Alloy,73758.0,AMERICAN,MEDIUM SUV,6706.0,8905.0,1740
0,4/27/2010,OTHER,2008,2.0,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,BLACK,AUTO,2.0,Covers,41967.0,AMERICAN,MEDIUM,8511.0,8600.0,834
0,11/18/2009,MANHEIM,2003,6.0,HYUNDAI,XG 350,Bas,4D SEDAN,GOLD,AUTO,1.0,Alloy,57896.0,OTHER ASIAN,LARGE,2993.0,6300.0,1220
0,6/29/2010,MANHEIM,2004,6.0,MERCURY,SABLE,LS,4D SEDAN LS PREMIUM,GOLD,AUTO,1.0,Alloy,71053.0,AMERICAN,MEDIUM,4442.0,5435.0,920
0,2/18/2010,MANHEIM,2006,4.0,CHRYSLER,SEBRING V6,Tou,4D SEDAN LXI,GREEN,AUTO,1.0,Alloy,,AMERICAN,MEDIUM,4904.0,6140.0,1118
0,12/1/2010,MANHEIM,2008,2.0,DODGE,AVENGER 4C,SE,4D SEDAN,WHITE,AUTO,2.0,Covers,52890.0,AMERICAN,MEDIUM,8001.0,8490.0,920
0,11/2/2010,MANHEIM,2005,5.0,FORD,FIVE HUNDRED,Lim,4D SEDAN LIMITED,BLUE,AUTO,,,61260.0,AMERICAN,LARGE,6073.0,7930.0,1313
1,7/29/2009,OTHER,2006,3.0,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,,,91837.0,AMERICAN,MEDIUM,4493.0,4200.0,1053
0,7/14/2009,MANHEIM,2003,6.0,GMC,ENVOY XL 2WD 6C 4.2L,SLE,4D UTILITY 4.2L SLE,RED,AUTO,,,79539.0,AMERICAN,MEDIUM SUV,6057.0,9210.0,1455
0,10/7/2009,OTHER,2007,2.0,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,WHITE,AUTO,2.0,Covers,84168.0,AMERICAN,VAN,8432.0,6430.0,1763
0,1/28/2010,ADESA,2006,4.0,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,2.0,Covers,59647.0,OTHER ASIAN,MEDIUM,3483.0,5155.0,505
0,10/15/2009,MANHEIM,2005,,SUZUKI,FORENZA 2.0L I4 EFI,S,4D SEDAN,MAROON,AUTO,2.0,Covers,55167.0,OTHER ASIAN,MEDIUM,3464.0,5080.0,505
0,8/30/2010,ADESA,2005,5.0,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,88485.0,AMERICAN,LARGE,3900.0,5900.0,2152
0,1/26/2010,MANHEIM,2007,3.0,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,GREY,AUTO,1.0,Alloy,70035.0,AMERICAN,LARGE,8806.0,7240.0,1506
0,7/16/2009,ADESA,2006,3.0,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,78970.0,AMERICAN,MEDIUM,7371.0,6130.0,1272
1,2/11/2009,MANHEIM,2002,7.0,CHRYSLER,PT CRUISER 2.4L I4 M,Lim,4D SEDAN LIMITED,BLACK,AUTO,1.0,Alloy,,AMERICAN,MEDIUM,3492.0,5205.0,1689
0,1/20/2010,MANHEIM,2006,4.0,SATURN,ION,2,2D QUAD COUPE LEVEL 2,BLUE,AUTO,1.0,Alloy,47465.0,AMERICAN,MEDIUM,5420.0,6170.0,623
0,10/7/2009,MANHEIM,2005,4.0,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,2D CONVERTIBLE,BLUE,AUTO,1.0,Alloy,46821.0,AMERICAN,MEDIUM,6822.0,6400.0,1046
0,3/3/2009,MANHEIM,2005,4.0,FORD,EXPLORER 2WD V6 4.0L,XLS,4D SUV 4.0L FFV XLS,WHITE,AUTO,1.0,Alloy,55191.0,AMERICAN,MEDIUM SUV,6460.0,8045.0,920
0,7/21/2010,MANHEIM,2007,3.0,NISSAN,SENTRA,Bas,4D SEDAN,GREY,AUTO,,,65651.0,TOP LINE ASIAN,COMPACT,7082.0,7150.0,533
0,9/24/2009,ADESA,2006,3.0,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,SILVER,AUTO,1.0,Alloy,59661.0,OTHER ASIAN,MEDIUM,4911.0,6690.0,505
0,3/23/2010,MANHEIM,2007,3.0,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLACK,AUTO,,,73092.0,AMERICAN,LARGE,8315.0,6930.0,1974
0,5/24/2010,OTHER,2006,4.0,FORD,FOCUS,ZX4,4D SEDAN ZX4,GOLD,AUTO,1.0,Alloy,50219.0,AMERICAN,COMPACT,4706.0,6605.0,920
0,3/18/2009,MANHEIM,2005,4.0,MAZDA,MPV 2WD V6 3.0L V6 M,ES,WAGON LX,GOLD,AUTO,,,70641.0,OTHER ASIAN,VAN,6745.0,5455.0,1038
0,12/16/2009,MANHEIM,2007,2.0,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,2.0,Covers,54971.0,AMERICAN,MEDIUM,5445.0,5970.0,1086
0,4/1/2010,MANHEIM,2004,6.0,SATURN,VUE 2WD 4C,,4D CUV 2.2L,BLACK,AUTO,1.0,Alloy,66214.0,AMERICAN,MEDIUM SUV,4526.0,6155.0,1411
0,11/30/2009,ADESA,2005,4.0,MERCURY,SABLE,GS,4D SEDAN GS,GOLD,AUTO,,,96983.0,AMERICAN,MEDIUM,3988.0,4100.0,1053
0,1/14/2010,MANHEIM,2005,5.0,PONTIAC,G6 V6,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,85118.0,AMERICAN,MEDIUM,5441.0,7635.0,1373
0,10/6/2009,MANHEIM,2008,1.0,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,BLUE,AUTO,2.0,Covers,49119.0,AMERICAN,MEDIUM,8209.0,8175.0,834
0,1/27/2009,MANHEIM,2005,4.0,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,2.0,Covers,73461.0,AMERICAN,MEDIUM,3286.0,4740.0,1155
0,10/26/2010,MANHEIM,2006,4.0,KIA,SPECTRA,,4D SEDAN EX,SILVER,AUTO,1.0,Alloy,58480.0,OTHER ASIAN,MEDIUM,4698.0,6170.0,505
0,12/22/2010,MANHEIM,2004,6.0,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,GREY,AUTO,1.0,Alloy,89583.0,AMERICAN,LARGE,3902.0,6015.0,2152
0,6/9/2009,MANHEIM,2004,5.0,FORD,F150 PICKUP 2WD V6 4,Her,REG CAB 4.2L XL,WHITE,AUTO,,,48067.0,AMERICAN,LARGE TRUCK,4484.0,6180.0,482
0,4/1/2010,MANHEIM,2006,4.0,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,2.0,Covers,77914.0,AMERICAN,LARGE,7529.0,8235.0,1974
0,12/9/2010,ADESA,2007,3.0,SUZUKI,RENO,,4D SEDAN,RED,AUTO,2.0,Covers,107710.0,OTHER ASIAN,COMPACT,4333.0,3015.0,650
0,12/17/2009,ADESA,2005,4.0,FORD,FREESTAR FWD V6,S,PASSENGER 3.9L,GREY,AUTO,2.0,Covers,95248.0,AMERICAN,VAN,4596.0,4100.0,1774
0,2/25/2009,ADESA,2006,,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,,,67938.0,AMERICAN,MEDIUM,5913.0,5550.0,1215
0,8/5/2010,OTHER,2007,3.0,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,49336.0,AMERICAN,MEDIUM,7130.0,7835.0,764
0,11/2/2010,ADESA,2007,3.0,NISSAN,ALTIMA,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,97385.0,TOP LINE ASIAN,MEDIUM,9950.0,8860.0,765
0,6/30/2009,MANHEIM,2003,6.0,DODGE,1500 RAM PICKUP 4WD,Lar,QUAD CAB 4.7L SLT,GOLD,AUTO,1.0,Alloy,91441.0,AMERICAN,LARGE TRUCK,7573.0,10570.0,2362
0,7/2/2009,OTHER,2006,3.0,PONTIAC,G6 4C 2.4L I4 MFI /,Bas,4D SEDAN SE,SILVER,AUTO,2.0,Covers,78747.0,AMERICAN,MEDIUM,6881.0,5955.0,1038
0,5/20/2009,ADESA,2003,6.0,FORD,FOCUS 2.0L I4 SPI,SE,4D SEDAN SE,RED,MANUAL,1.0,Alloy,57211.0,AMERICAN,COMPACT,2774.0,3180.0,1220
0,6/1/2010,OTHER,2007,3.0,CHEVROLET,HHR,LT,4D SUV 2.2L LT,WHITE,AUTO,1.0,Alloy,76288.0,AMERICAN,MEDIUM,7478.0,7865.0,803
0,3/2/2010,MANHEIM,2003,7.0,CHEVROLET,VENTURE FWD V6,LS,PASSENGER 3.4L,BLUE,AUTO,,,76895.0,AMERICAN,VAN,3834.0,5110.0,4922
0,9/16/2009,MANHEIM,2003,,FORD,TAURUS 3.0L V6 EFI,SES,4D SEDAN SES,GREEN,AUTO,1.0,Alloy,94105.0,AMERICAN,MEDIUM,2827.0,5075.0,1353
0,11/17/2010,MANHEIM,2006,4.0,KIA,OPTIMA 4C,EX,4D SEDAN EX,SILVER,AUTO,2.0,Covers,68642.0,OTHER ASIAN,MEDIUM,4877.0,6350.0,728
0,2/25/2009,MANHEIM,2006,3.0,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,GREY,AUTO,,,,AMERICAN,COMPACT,5330.0,6335.0,671
0,9/23/2009,OTHER,2007,2.0,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GOLD,AUTO,,,78117.0,AMERICAN,LARGE,7559.0,7900.0,1974
1,4/28/2010,ADESA,2001,9.0,MERCURY,SABLE,LS,4D SEDAN LS PREMIUM,GOLD,AUTO,,,74398.0,AMERICAN,MEDIUM,2296.0,4395.0,1220
0,5/21/2010,OTHER,2004,6.0,PONTIAC,GRAND PRIX,GTP,4D SEDAN GTP,GOLD,AUTO,,,60706.0,AMERICAN,LARGE,5579.0,6616.5,1898
0,5/7/2009,ADESA,2005,4.0,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,GREY,AUTO,2.0,Covers,75722.0,AMERICAN,MEDIUM,3679.0,4800.0,920
0,8/4/2010,MANHEIM,2005,5.0,MITSUBISHI,LANCER,ES,4D SEDAN ES,BLACK,MANUAL,2.0,Covers,73733.0,OTHER ASIAN,COMPACT,3979.0,5095.0,569
0,4/15/2009,ADESA,2005,4.0,CHEVROLET,EQUINOX FWD V6 3.4L,LS,4D SUV LS,BLACK,AUTO,1.0,Alloy,36842.0,AMERICAN,MEDIUM SUV,7423.0,7795.0,882
0,7/15/2009,ADESA,2005,4.0,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,RED,AUTO,1.0,Alloy,79296.0,AMERICAN,MEDIUM SUV,8077.0,8160.0,1389
0,5/20/2010,OTHER,2009,1.0,CHRYSLER,SEBRING 4C,LX,4D SEDAN,GOLD,AUTO,,,41029.0,AMERICAN,MEDIUM,9132.0,9200.0,834
0,8/26/2009,MANHEIM,2006,3.0,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,WHITE,AUTO,2.0,Covers,66951.0,AMERICAN,LARGE,6821.0,7845.0,1703
0,5/22/2009,MANHEIM,2005,4.0,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,GOLD,AUTO,,,,AMERICAN,MEDIUM,4123.0,5600.0,834
1,1/7/2009,ADESA,2005,4.0,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,48319.0,AMERICAN,VAN,4537.0,5530.0,1116
0,11/5/2010,OTHER,2007,3.0,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,,,77243.0,AMERICAN,LARGE,7543.0,7600.0,1974
0,10/15/2009,MANHEIM,2005,4.0,CHEVROLET,MALIBU V6 3.5L V6 SF,LS,4D SEDAN LS,BEIGE,AUTO,1.0,Alloy,80301.0,AMERICAN,MEDIUM,5198.0,5955.0,1373
0,12/8/2010,MANHEIM,2004,,NISSAN,XTERRA 2WD V6,SE,4D SPORT UTILITY,GREEN,AUTO,,,95875.0,TOP LINE ASIAN,MEDIUM SUV,6555.0,7435.0,620
0,6/8/2010,MANHEIM,2005,5.0,KIA,SPECTRA,EX,4D SEDAN EX,GREY,AUTO,,,79038.0,OTHER ASIAN,MEDIUM,3876.0,5470.0,569
0,6/12/2009,MANHEIM,2004,5.0,FORD,EXPEDITION 2WD V8 4.,Edd,4D SUV 4.6L EDDIE BAUER,RED,AUTO,1.0,Alloy,90781.0,AMERICAN,LARGE SUV,9801.0,10870.0,1197
0,9/22/2009,MANHEIM,2002,7.0,JEEP,LIBERTY 2WD V6 3.7L,Lim,4D SUV LIMITED,BLACK,AUTO,,,,AMERICAN,SMALL SUV,5202.0,6780.0,1023
0,6/12/2009,OTHER,2008,1.0,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,BEIGE,AUTO,2.0,Covers,49016.0,AMERICAN,MEDIUM,8196.0,8300.0,834
0,10/15/2009,MANHEIM,2007,2.0,CHEVROLET,HHR 2.2L I4 MPI,LS,4D SUV 2.2L LS,GREY,AUTO,1.0,Alloy,53459.0,AMERICAN,MEDIUM,6625.0,7580.0,671
0,11/13/2009,ADESA,2003,6.0,CHEVROLET,CAVALIER 4C,Bas,2D COUPE,WHITE,AUTO,2.0,Covers,35202.0,AMERICAN,COMPACT,2244.0,3730.0,1062
0,7/13/2010,OTHER,2006,4.0,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GOLD,AUTO,2.0,Covers,78067.0,AMERICAN,MEDIUM,7145.0,6500.0,1038
0,10/13/2009,ADESA,2007,2.0,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,WHITE,AUTO,,,81687.0,AMERICAN,LARGE,7637.0,7615.0,2152
1,1/26/2010,MANHEIM,2005,5.0,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,SILVER,AUTO,2.0,Covers,75158.0,AMERICAN,MEDIUM SUV,6723.0,6660.0,1389
0,4/29/2010,MANHEIM,2006,4.0,CHEVROLET,HHR,LT,4D SUV 2.2L LS,BLACK,MANUAL,1.0,Alloy,61515.0,AMERICAN,MEDIUM,6648.0,7250.0,728
0,1/28/2010,OTHER,2005,5.0,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,2.0,Covers,,AMERICAN,MEDIUM,3300.0,4160.0,1053
0,5/5/2010,OTHER,2002,8.0,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,WHITE,AUTO,1.0,Alloy,75384.0,AMERICAN,MEDIUM,2645.0,4510.0,2508
0,12/21/2010,OTHER,2005,5.0,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,1.0,Alloy,82572.0,AMERICAN,MEDIUM,3082.0,4425.0,983
0,12/29/2009,ADESA,2005,4.0,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLUE,AUTO,2.0,Covers,70496.0,OTHER ASIAN,MEDIUM,3875.0,4360.0,569
0,10/13/2010,MANHEIM,2006,4.0,CHEVROLET,IMPALA,LS,4D SEDAN LS,GOLD,AUTO,,,76267.0,AMERICAN,LARGE,6384.0,8250.0,1974
0,11/22/2010,MANHEIM,2007,,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,BLUE,AUTO,,,84009.0,AMERICAN,SPECIALTY,9175.0,9500.0,1503
0,9/28/2010,OTHER,2006,4.0,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,GREY,AUTO,2.0,Covers,53990.0,AMERICAN,VAN,5263.0,6305.0,1251
0,5/13/2010,MANHEIM,2004,6.0,PONTIAC,GRAND AM 4C,SE,4D SEDAN SE,GREY,AUTO,1.0,Alloy,,AMERICAN,MEDIUM,3306.0,4740.0,1774
0,2/25/2010,OTHER,2007,3.0,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,BLACK,AUTO,,,61136.0,AMERICAN,VAN,7504.0,6325.0,1411
0,9/15/2009,OTHER,2008,,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN SE,SILVER,AUTO,1.0,Alloy,42175.0,AMERICAN,MEDIUM,8817.0,8550.0,834
0,1/12/2010,OTHER,2004,6.0,FORD,EXPEDITION 2WD V8,Edd,4D SUV 5.4L EDDIE BAUER,WHITE,AUTO,1.0,Alloy,78422.0,AMERICAN,LARGE SUV,8575.0,10005.0,1038
1,6/29/2009,MANHEIM,2004,5.0,CHEVROLET,TRAILBLAZER 2WD 6C 4,Nor,4D SUV 4.2L LS,SILVER,AUTO,,,71094.0,AMERICAN,MEDIUM SUV,6568.0,8630.0,1155
0,7/29/2009,MANHEIM,2005,4.0,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,BLACK,AUTO,1.0,Alloy,69618.0,AMERICAN,MEDIUM SUV,8077.0,8070.0,1215
0,5/26/2009,OTHER,2007,2.0,CHEVROLET,IMPALA 3.5L V6 SFI,LS,4D SEDAN LS,BLACK,AUTO,2.0,Covers,79405.0,AMERICAN,LARGE,7644.0,7235.0,1974
0,8/20/2009,ADESA,2003,6.0,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLACK,AUTO,1.0,Alloy,84112.0,AMERICAN,MEDIUM,2616.0,3870.0,1283
0,8/19/2009,MANHEIM,2004,5.0,TOYOTA,COROLLA 1.8L I-4 EFI,CE,4D SEDAN CE,PURPLE,MANUAL,,,78406.0,TOP LINE ASIAN,COMPACT,6150.0,5970.0,569
0,3/3/2010,OTHER,2005,5.0,FORD,F150 PICKUP 2WD V8,Lar,EXT CAB 5.4L LARIAT,GOLD,AUTO,1.0,Alloy,90227.0,AMERICAN,LARGE TRUCK,9939.0,8205.0,909
0,9/8/2010,ADESA,2008,2.0,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,BLUE,AUTO,1.0,Alloy,87260.0,AMERICAN,LARGE,8993.0,7790.0,2152
0,2/2/2009,MANHEIM,2006,3.0,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,WHITE,AUTO,1.0,Alloy,58108.0,AMERICAN,VAN,5248.0,6500.0,1251
0,7/22/2009,ADESA,2006,3.0,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L,SILVER,AUTO,2.0,Covers,68822.0,AMERICAN,VAN,8671.0,6155.0,1801
0,1/21/2010,OTHER,2008,2.0,DODGE,CALIBER,SE,4D WAGON,WHITE,AUTO,,,45847.0,AMERICAN,MEDIUM,7048.0,6600.0,693
0,4/15/2010,MANHEIM,2007,3.0,PONTIAC,G6 V6,GT,4D SEDAN GT,BLUE,AUTO,1.0,Alloy,70930.0,AMERICAN,MEDIUM,9159.0,7740.0,1272
0,7/1/2009,OTHER,2003,6.0,GMC,YUKON XL 1500 2WD 5.,150,4D UTILITY 5.3L SLE,SILVER,AUTO,1.0,Alloy,85896.0,AMERICAN,LARGE SUV,6833.0,10600.0,2063
0,2/10/2010,MANHEIM,2006,4.0,SATURN,VUE 2WD V6,,4D CUV 3.0L,RED,AUTO,,,82886.0,AMERICAN,MEDIUM SUV,8131.0,7945.0,1503
0,10/29/2009,ADESA,2005,4.0,DODGE,STRATUS 4C 2.4L I4 M,SXT,4D SEDAN,SILVER,AUTO,1.0,Alloy,81227.0,AMERICAN,MEDIUM,3370.0,4700.0,1243
0,10/6/2009,MANHEIM,2003,6.0,DODGE,1500 RAM PICKUP 2WD,Lar,QUAD CAB 5.7L SLT,SILVER,AUTO,1.0,Alloy,96689.0,AMERICAN,LARGE TRUCK,7504.0,9360.0,1353
